gene_id	gene_name	ZFIN.ID	Description
ENSDARG00000045200	dusp19b	https://zfin.org/ZDB-GENE-040502-1	dual specificity phosphatase 19b [Source:ZFIN;Acc:ZDB-GENE-040502-1]
ENSDARG00000026736	il11ra	https://zfin.org/ZDB-GENE-030131-5942	"interleukin 11 receptor, alpha [Source:ZFIN;Acc:ZDB-GENE-030131-5942]"
ENSDARG00000097274	si:ch73-171a6.6	https://zfin.org/ZDB-GENE-131127-64	si:ch73-171a6.6 [Source:ZFIN;Acc:ZDB-GENE-131127-64]
ENSDARG00000023318	fmn2a	https://zfin.org/ZDB-GENE-101107-1	formin 2a [Source:ZFIN;Acc:ZDB-GENE-101107-1]
ENSDARG00000094681	hbl2	https://zfin.org/ZDB-GENE-070912-286	hexose-binding lectin 2 [Source:ZFIN;Acc:ZDB-GENE-070912-286]
ENSDARG00000104412	si:dkey-72l17.5	https://zfin.org/ZDB-GENE-070424-250	si:dkey-72l17.5 [Source:ZFIN;Acc:ZDB-GENE-070424-250]
ENSDARG00000005179	c17h14orf159	https://zfin.org/ZDB-GENE-070725-6	c17h14orf159 homolog (H. sapiens) [Source:ZFIN;Acc:ZDB-GENE-070725-6]
ENSDARG00000062271	slc25a15b	https://zfin.org/ZDB-GENE-060526-35	solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15b [Source:ZFIN;Acc:ZDB-GENE-060526-35]
ENSDARG00000012820	nop56	https://zfin.org/ZDB-GENE-040109-1	NOP56 ribonucleoprotein homolog [Source:ZFIN;Acc:ZDB-GENE-040109-1]
ENSDARG00000078299	COLGALT2 (1 of many)	https://zfin.org/ZDB-GENE-070705-32	si:ch211-13f8.2 [Source:ZFIN;Acc:ZDB-GENE-070705-32]
ENSDARG00000010130	smpdl3b	https://zfin.org/ZDB-GENE-041008-132	"sphingomyelin phosphodiesterase, acid-like 3B [Source:ZFIN;Acc:ZDB-GENE-041008-132]"
ENSDARG00000062502	si:ch73-196l6.5	https://zfin.org/ZDB-GENE-140106-79	si:ch73-196l6.5 [Source:ZFIN;Acc:ZDB-GENE-140106-79]
ENSDARG00000063264	pcdh9	https://zfin.org/ZDB-GENE-091015-1	protocadherin 9 [Source:ZFIN;Acc:ZDB-GENE-091015-1]
ENSDARG00000008097	srsf9	https://zfin.org/ZDB-GENE-040426-2397	serine/arginine-rich splicing factor 9 [Source:ZFIN;Acc:ZDB-GENE-040426-2397]
ENSDARG00000003965	tlx1	https://zfin.org/ZDB-GENE-021021-2	"T-cell leukemia, homeobox 1 [Source:ZFIN;Acc:ZDB-GENE-021021-2]"
ENSDARG00000004227	pde3a	https://zfin.org/ZDB-GENE-041210-23	"phosphodiesterase 3A, cGMP-inhibited [Source:ZFIN;Acc:ZDB-GENE-041210-23]"
ENSDARG00000058574	abcg2c	https://zfin.org/ZDB-GENE-050517-37	"ATP-binding cassette, sub-family G (WHITE), member 2c [Source:ZFIN;Acc:ZDB-GENE-050517-37]"
ENSDARG00000093412	sertad2a	https://zfin.org/ZDB-GENE-050309-236	SERTA domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-050309-236]
ENSDARG00000068221	hbl1	https://zfin.org/ZDB-GENE-070912-285	hexose-binding lectin 1 [Source:ZFIN;Acc:ZDB-GENE-070912-285]
ENSDARG00000096969	si:dkey-240k8.2	https://zfin.org/ZDB-GENE-131121-223	si:dkey-240k8.2 [Source:ZFIN;Acc:ZDB-GENE-131121-223]
ENSDARG00000076389	si:dkey-217f16.6	https://zfin.org/ZDB-GENE-091117-15	si:dkey-217f16.6 [Source:ZFIN;Acc:ZDB-GENE-091117-15]
ENSDARG00000100632	si:dkey-72l17.1	https://zfin.org/ZDB-GENE-060503-739	si:dkey-72l17.1 [Source:ZFIN;Acc:ZDB-GENE-060503-739]
ENSDARG00000012848	arih2	https://zfin.org/ZDB-GENE-040426-2158	ariadne homolog 2 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-040426-2158]
ENSDARG00000087740	si:dkeyp-82a1.5	https://zfin.org/ZDB-GENE-081104-478	si:dkeyp-82a1.5 [Source:ZFIN;Acc:ZDB-GENE-081104-478]
ENSDARG00000092200	CHST12 (1 of many).1	https://zfin.org/ZDB-GENE-090312-165	si:dkey-26i13.6 [Source:ZFIN;Acc:ZDB-GENE-090312-165]
ENSDARG00000019457	tfe3b	https://zfin.org/ZDB-GENE-010919-3	transcription factor binding to IGHM enhancer 3b [Source:ZFIN;Acc:ZDB-GENE-010919-3]
ENSDARG00000079766	tap1	https://zfin.org/ZDB-GENE-050517-43	"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP) [Source:ZFIN;Acc:ZDB-GENE-050517-43]"
ENSDARG00000078725	nos1apa	https://zfin.org/ZDB-GENE-081024-1	nitric oxide synthase 1 (neuronal) adaptor protein a [Source:ZFIN;Acc:ZDB-GENE-081024-1]
ENSDARG00000074839	impg1b	https://zfin.org/ZDB-GENE-101007-1	interphotoreceptor matrix proteoglycan 1b [Source:ZFIN;Acc:ZDB-GENE-101007-1]
ENSDARG00000094169	si:ch211-237l4.9	https://zfin.org/ZDB-GENE-091204-39	si:ch211-237l4.9 [Source:ZFIN;Acc:ZDB-GENE-091204-39]
ENSDARG00000093636	CHST12 (1 of many).2	https://zfin.org/ZDB-GENE-090312-166	si:dkey-26i13.5 [Source:ZFIN;Acc:ZDB-GENE-090312-166]
ENSDARG00000056268	atxn7l2b	https://zfin.org/ZDB-GENE-040718-403	ataxin 7-like 2b [Source:ZFIN;Acc:ZDB-GENE-040718-403]
ENSDARG00000102659	si:dkeyp-107f9.2	https://zfin.org/ZDB-GENE-120709-39	si:dkeyp-107f9.2 [Source:ZFIN;Acc:ZDB-GENE-120709-39]
ENSDARG00000058220	tada3l	https://zfin.org/ZDB-GENE-030131-6725	"transcriptional adaptor 3 (NGG1 homolog, yeast)-like [Source:ZFIN;Acc:ZDB-GENE-030131-6725]"
ENSDARG00000025754	ube2f	https://zfin.org/ZDB-GENE-040426-2557	ubiquitin-conjugating enzyme E2F (putative) [Source:ZFIN;Acc:ZDB-GENE-040426-2557]
ENSDARG00000090975	si:dkey-62k3.5	https://zfin.org/ZDB-GENE-160727-7	si:dkey-62k3.5 [Source:ZFIN;Acc:ZDB-GENE-160727-7]
ENSDARG00000071091	chrm3a	https://zfin.org/ZDB-GENE-090410-4	"cholinergic receptor, muscarinic 3a [Source:ZFIN;Acc:ZDB-GENE-090410-4]"
ENSDARG00000056885	per1a	https://zfin.org/ZDB-GENE-011220-1	period circadian clock 1a [Source:ZFIN;Acc:ZDB-GENE-011220-1]
ENSDARG00000105071	nos1apa.1	https://zfin.org/ZDB-GENE-081024-1	nitric oxide synthase 1 (neuronal) adaptor protein a [Source:ZFIN;Acc:ZDB-GENE-081024-1]
ENSDARG00000024317	trap1	https://zfin.org/ZDB-GENE-030131-4257	TNF receptor-associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4257]
ENSDARG00000104351	si:dkeyp-107f9.3	https://zfin.org/ZDB-GENE-120709-20	si:dkeyp-107f9.3 [Source:ZFIN;Acc:ZDB-GENE-120709-20]
ENSDARG00000067958	sh3gl1a	https://zfin.org/ZDB-GENE-030131-4524	SH3-domain GRB2-like 1a [Source:ZFIN;Acc:ZDB-GENE-030131-4524]
ENSDARG00000054030	hoxb5b	https://zfin.org/ZDB-GENE-000823-6	homeobox B5b [Source:ZFIN;Acc:ZDB-GENE-000823-6]
ENSDARG00000011235	otx2	https://zfin.org/ZDB-GENE-980526-406	orthodenticle homeobox 2 [Source:ZFIN;Acc:ZDB-GENE-980526-406]
ENSDARG00000101829	si:dkey-16b10.2	https://zfin.org/ZDB-GENE-120703-32	si:dkey-16b10.2 [Source:ZFIN;Acc:ZDB-GENE-120703-32]
ENSDARG00000059029	mmp28	https://zfin.org/ZDB-GENE-100226-1	matrix metallopeptidase 28 [Source:ZFIN;Acc:ZDB-GENE-100226-1]
ENSDARG00000096369	si:dkey-105n5.5	https://zfin.org/ZDB-GENE-120215-54	si:dkey-105n5.5 [Source:ZFIN;Acc:ZDB-GENE-120215-54]
ENSDARG00000102818	si:ch211-253h3.4	https://zfin.org/ZDB-GENE-141211-64	si:ch211-253h3.4 [Source:ZFIN;Acc:ZDB-GENE-141211-64]
ENSDARG00000105436	si:ch211-43f4.2	https://zfin.org/ZDB-GENE-160114-39	si:ch211-43f4.2 [Source:ZFIN;Acc:ZDB-GENE-160114-39]
ENSDARG00000006859	nkain1	https://zfin.org/ZDB-GENE-040426-1472	Na+/K+ transporting ATPase interacting 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1472]
ENSDARG00000058003	wfdc1	https://zfin.org/ZDB-GENE-070112-352	WAP four-disulfide core domain 1 [Source:ZFIN;Acc:ZDB-GENE-070112-352]
ENSDARG00000105137	zgc:173705	https://zfin.org/ZDB-GENE-080212-6	zgc:173705 [Source:ZFIN;Acc:ZDB-GENE-080212-6]
ENSDARG00000093628	s100a11	https://zfin.org/ZDB-GENE-070717-5	S100 calcium binding protein A11 [Source:ZFIN;Acc:ZDB-GENE-070717-5]
ENSDARG00000045598	AKR1B1	https://zfin.org/ZDB-GENE-041210-132	si:dkey-180p18.9 [Source:ZFIN;Acc:ZDB-GENE-041210-132]
ENSDARG00000077656	arfgef3	https://zfin.org/ZDB-GENE-081107-37	ARFGEF family member 3 [Source:ZFIN;Acc:ZDB-GENE-081107-37]
ENSDARG00000031795	abcf1	https://zfin.org/ZDB-GENE-050517-31	"ATP-binding cassette, sub-family F (GCN20), member 1 [Source:ZFIN;Acc:ZDB-GENE-050517-31]"
ENSDARG00000087647	sept7a	https://zfin.org/ZDB-GENE-040426-1008	septin 7a [Source:ZFIN;Acc:ZDB-GENE-040426-1008]
ENSDARG00000018898	zfand5a	https://zfin.org/ZDB-GENE-040426-1979	"zinc finger, AN1-type domain 5a [Source:ZFIN;Acc:ZDB-GENE-040426-1979]"
ENSDARG00000097318	si:dkey-264c3.2	https://zfin.org/ZDB-GENE-131121-443	si:dkey-264c3.2 [Source:ZFIN;Acc:ZDB-GENE-131121-443]
ENSDARG00000058683	pimr204	https://zfin.org/ZDB-GENE-141216-237	"Pim proto-oncogene, serine/threonine kinase, related 204 [Source:ZFIN;Acc:ZDB-GENE-141216-237]"
ENSDARG00000097381	si:dkey-23p11.4	https://zfin.org/ZDB-GENE-131120-32	si:dkey-23p11.4 [Source:ZFIN;Acc:ZDB-GENE-131120-32]
ENSDARG00000097620	si:ch211-210b2.1	https://zfin.org/ZDB-GENE-131127-9	si:ch211-210b2.1 [Source:ZFIN;Acc:ZDB-GENE-131127-9]
ENSDARG00000054272	caprin1b	https://zfin.org/ZDB-GENE-040426-2020	cell cycle associated protein 1b [Source:ZFIN;Acc:ZDB-GENE-040426-2020]
ENSDARG00000029088	guf1	https://zfin.org/ZDB-GENE-030131-4289	"GUF1 homolog, GTPase [Source:ZFIN;Acc:ZDB-GENE-030131-4289]"
ENSDARG00000045153	slc16a8	https://zfin.org/ZDB-GENE-121128-1	"solute carrier family 16 (monocarboxylate transporter), member 8 [Source:ZFIN;Acc:ZDB-GENE-121128-1]"
ENSDARG00000005057	dimt1l	https://zfin.org/ZDB-GENE-040801-75	DIM1 dimethyladenosine transferase 1-like (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-040801-75]
ENSDARG00000078193	si:ch211-67e16.3	https://zfin.org/ZDB-GENE-070912-310	si:ch211-67e16.3 [Source:ZFIN;Acc:ZDB-GENE-070912-310]
ENSDARG00000068969	zgc:153759	https://zfin.org/ZDB-GENE-060825-148	zgc:153759 [Source:ZFIN;Acc:ZDB-GENE-060825-148]
ENSDARG00000053246	DEPDC7 (1 of many)	https://zfin.org/ZDB-GENE-030131-9492	si:ch211-11i22.4 [Source:ZFIN;Acc:ZDB-GENE-030131-9492]
ENSDARG00000025953	rhoq	https://zfin.org/ZDB-GENE-030131-5721	ras homolog family member Q [Source:ZFIN;Acc:ZDB-GENE-030131-5721]
ENSDARG00000092272	si:dkey-248g17.3	https://zfin.org/ZDB-GENE-100922-161	si:dkey-248g17.3 [Source:ZFIN;Acc:ZDB-GENE-100922-161]
ENSDARG00000071015	pbxip1a	https://zfin.org/ZDB-GENE-060503-871	pre-B-cell leukemia homeobox interacting protein 1a [Source:ZFIN;Acc:ZDB-GENE-060503-871]
ENSDARG00000105651	si:dkey-27k4.4	https://zfin.org/ZDB-GENE-160728-19	si:dkey-27k4.4 [Source:ZFIN;Acc:ZDB-GENE-160728-19]
ENSDARG00000091150	mki67	https://zfin.org/ZDB-GENE-030131-9771	marker of proliferation Ki-67 [Source:ZFIN;Acc:ZDB-GENE-030131-9771]
ENSDARG00000096878	si:dkey-154p10.5	https://zfin.org/ZDB-GENE-131127-314	si:dkey-154p10.5 [Source:ZFIN;Acc:ZDB-GENE-131127-314]
ENSDARG00000098458	RPL37A	https://zfin.org/ZDB-GENE-070928-31	zgc:171772 [Source:ZFIN;Acc:ZDB-GENE-070928-31]
ENSDARG00000043175	CELA1 (1 of many)	https://zfin.org/ZDB-GENE-050522-187	zgc:112368 [Source:ZFIN;Acc:ZDB-GENE-050522-187]
ENSDARG00000062349	arhgap15	https://zfin.org/ZDB-GENE-070912-314	Rho GTPase activating protein 15 [Source:ZFIN;Acc:ZDB-GENE-070912-314]
ENSDARG00000058225	arpc4l	https://zfin.org/ZDB-GENE-040808-18	"actin related protein 2/3 complex, subunit 4, like [Source:ZFIN;Acc:ZDB-GENE-040808-18]"
ENSDARG00000042623	acbd3	https://zfin.org/ZDB-GENE-040426-1930	acyl-Coenzyme A binding domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1930]
ENSDARG00000097731	si:dkey-166f24.2	https://zfin.org/ZDB-GENE-131121-213	si:dkey-166f24.2 [Source:ZFIN;Acc:ZDB-GENE-131121-213]
ENSDARG00000101116	vps33a	https://zfin.org/ZDB-GENE-040914-82	vacuolar protein sorting 33A [Source:ZFIN;Acc:ZDB-GENE-040914-82]
ENSDARG00000036074	cebpa	https://zfin.org/ZDB-GENE-020111-2	"CCAAT/enhancer binding protein (C/EBP), alpha [Source:ZFIN;Acc:ZDB-GENE-020111-2]"
ENSDARG00000099066	si:dkey-161l11.67	https://zfin.org/ZDB-GENE-141212-171	si:dkey-161l11.67 [Source:ZFIN;Acc:ZDB-GENE-141212-171]
ENSDARG00000077318	si:ch211-14g13.5p	https://zfin.org/	
ENSDARG00000032780	pigf	https://zfin.org/ZDB-GENE-040426-1801	"phosphatidylinositol glycan anchor biosynthesis, class F [Source:ZFIN;Acc:ZDB-GENE-040426-1801]"
ENSDARG00000105180	si:ch73-167o17.1	https://zfin.org/ZDB-GENE-131120-121	si:ch73-167o17.1 [Source:ZFIN;Acc:ZDB-GENE-131120-121]
ENSDARG00000009738	cacnb4a	https://zfin.org/ZDB-GENE-080320-2	"calcium channel, voltage-dependent, beta 4a subunit [Source:ZFIN;Acc:ZDB-GENE-080320-2]"
ENSDARG00000091590	si:ch211-170p16.1	https://zfin.org/ZDB-GENE-070912-152	si:ch211-170p16.1 [Source:ZFIN;Acc:ZDB-GENE-070912-152]
ENSDARG00000061478	igf2bp1	https://zfin.org/ZDB-GENE-060929-1258	insulin-like growth factor 2 mRNA binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-060929-1258]
ENSDARG00000092507	znf1013	https://zfin.org/ZDB-GENE-131126-19	zinc finger protein 1013 [Source:ZFIN;Acc:ZDB-GENE-131126-19]
ENSDARG00000017953	tp73	https://zfin.org/ZDB-GENE-030814-2	tumor protein p73 [Source:ZFIN;Acc:ZDB-GENE-030814-2]
ENSDARG00000100406	ITIH4 (1 of many)	https://zfin.org/ZDB-GENE-050626-133	zgc:112265 [Source:ZFIN;Acc:ZDB-GENE-050626-133]
ENSDARG00000080000	si:dkey-178e17.1	https://zfin.org/ZDB-GENE-081104-41	si:dkey-178e17.1 [Source:ZFIN;Acc:ZDB-GENE-081104-41]
ENSDARG00000070536	creb5b	https://zfin.org/ZDB-GENE-091020-6	cAMP responsive element binding protein 5b [Source:ZFIN;Acc:ZDB-GENE-091020-6]
ENSDARG00000100002	ctbs	https://zfin.org/ZDB-GENE-050522-422	"chitobiase, di-N-acetyl- [Source:ZFIN;Acc:ZDB-GENE-050522-422]"
ENSDARG00000040350	rpp38	https://zfin.org/ZDB-GENE-040718-258	ribonuclease P/MRP 38 subunit [Source:ZFIN;Acc:ZDB-GENE-040718-258]
ENSDARG00000096927	si:ch211-210b2.3	https://zfin.org/ZDB-GENE-131122-13	si:ch211-210b2.3 [Source:ZFIN;Acc:ZDB-GENE-131122-13]
ENSDARG00000078622	scpp5	https://zfin.org/ZDB-GENE-090313-256	secretory calcium-binding phosphoprotein 5 [Source:ZFIN;Acc:ZDB-GENE-090313-256]
ENSDARG00000045542	LAMTOR4	https://zfin.org/ZDB-GENE-030131-7438	si:dkey-159a18.7 [Source:ZFIN;Acc:ZDB-GENE-030131-7438]
ENSDARG00000058486	caps2	https://zfin.org/ZDB-GENE-091204-449	calcyphosine 2 [Source:ZFIN;Acc:ZDB-GENE-091204-449]
ENSDARG00000096297	si:dkey-15g22.2	https://zfin.org/ZDB-GENE-120215-88	si:dkey-15g22.2 [Source:ZFIN;Acc:ZDB-GENE-120215-88]
ENSDARG00000012818	csnk2a2a	https://zfin.org/ZDB-GENE-990415-28	"casein kinase 2, alpha prime polypeptide a [Source:ZFIN;Acc:ZDB-GENE-990415-28]"
ENSDARG00000052074	si:ch211-122f10.4	https://zfin.org/ZDB-GENE-140106-45	si:ch211-122f10.4 [Source:ZFIN;Acc:ZDB-GENE-140106-45]
ENSDARG00000021808	nmt2	https://zfin.org/ZDB-GENE-030131-717	N-myristoyltransferase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-717]
ENSDARG00000058699	tmeff2b	https://zfin.org/ZDB-GENE-101001-4	transmembrane protein with EGF-like and two follistatin-like domains 2b [Source:ZFIN;Acc:ZDB-GENE-101001-4]
ENSDARG00000045543	atp6v1f	https://zfin.org/ZDB-GENE-040718-259	"ATPase, H+ transporting, lysosomal, V1 subunit F [Source:ZFIN;Acc:ZDB-GENE-040718-259]"
ENSDARG00000071014	s100u	https://zfin.org/ZDB-GENE-030131-3121	S100 calcium binding protein U [Source:ZFIN;Acc:ZDB-GENE-030131-3121]
ENSDARG00000091402	eif2b1	https://zfin.org/ZDB-GENE-040625-25	"eukaryotic translation initiation factor 2B, subunit 1 alpha [Source:ZFIN;Acc:ZDB-GENE-040625-25]"
ENSDARG00000093585	si:ch211-285e16.3	https://zfin.org/ZDB-GENE-081031-65	si:ch211-285e16.3 [Source:ZFIN;Acc:ZDB-GENE-081031-65]
ENSDARG00000014402	smc1b	https://zfin.org/ZDB-GENE-091217-1	structural maintenance of chromosomes 1B [Source:ZFIN;Acc:ZDB-GENE-091217-1]
ENSDARG00000095212	si:ch211-210b2.4	https://zfin.org/ZDB-GENE-131122-12	si:ch211-210b2.4 [Source:ZFIN;Acc:ZDB-GENE-131122-12]
ENSDARG00000076259	tbr1a	https://zfin.org/ZDB-GENE-060810-93	"T-box, brain, 1a [Source:ZFIN;Acc:ZDB-GENE-060810-93]"
ENSDARG00000087854	si:dkey-108k21.13	https://zfin.org/ZDB-GENE-131121-71	si:dkey-108k21.13 [Source:ZFIN;Acc:ZDB-GENE-131121-71]
ENSDARG00000068991	si:dkey-23c22.6	https://zfin.org/ZDB-GENE-081105-99	si:dkey-23c22.6 [Source:ZFIN;Acc:ZDB-GENE-081105-99]
ENSDARG00000097395	si:ch211-214n22.1	https://zfin.org/ZDB-GENE-131121-274	si:ch211-214n22.1 [Source:ZFIN;Acc:ZDB-GENE-131121-274]
ENSDARG00000071196	sdprb	https://zfin.org/ZDB-GENE-040912-149	serum deprivation response b [Source:ZFIN;Acc:ZDB-GENE-040912-149]
ENSDARG00000005356	tyro3	https://zfin.org/ZDB-GENE-990714-13	TYRO3 protein tyrosine kinase [Source:ZFIN;Acc:ZDB-GENE-990714-13]
ENSDARG00000032849	ndrg1a	https://zfin.org/ZDB-GENE-030826-34	N-myc downstream regulated 1a [Source:ZFIN;Acc:ZDB-GENE-030826-34]
ENSDARG00000095056	si:dkey-105n5.3	https://zfin.org/ZDB-GENE-070705-279	si:dkey-105n5.3 [Source:ZFIN;Acc:ZDB-GENE-070705-279]
ENSDARG00000062023	fndc3bb	https://zfin.org/ZDB-GENE-070510-2	fibronectin type III domain containing 3Bb [Source:ZFIN;Acc:ZDB-GENE-070510-2]
ENSDARG00000055238	kif17	https://zfin.org/ZDB-GENE-080724-12	kinesin family member 17 [Source:ZFIN;Acc:ZDB-GENE-080724-12]
ENSDARG00000092381	si:dkey-23c22.9	https://zfin.org/ZDB-GENE-081105-36	si:dkey-23c22.9 [Source:ZFIN;Acc:ZDB-GENE-081105-36]
ENSDARG00000077471	hmces	https://zfin.org/ZDB-GENE-070620-10	"5-hydroxymethylcytosine (hmC) binding, ES cell-specific [Source:ZFIN;Acc:ZDB-GENE-070620-10]"
ENSDARG00000087625	OLFM4 (1 of many).1	https://zfin.org/ZDB-GENE-131120-11	si:ch211-173a9.7 [Source:ZFIN;Acc:ZDB-GENE-131120-11]
ENSDARG00000095462	CELA1 (1 of many).1	https://zfin.org/ZDB-GENE-050208-732	si:dkey-57c15.4 [Source:ZFIN;Acc:ZDB-GENE-050208-732]
ENSDARG00000062686	megf11	https://zfin.org/ZDB-GENE-060503-252	multiple EGF-like-domains 11 [Source:ZFIN;Acc:ZDB-GENE-060503-252]
ENSDARG00000018432	m6pr	https://zfin.org/ZDB-GENE-040426-2285	mannose-6-phosphate receptor (cation dependent) [Source:ZFIN;Acc:ZDB-GENE-040426-2285]
ENSDARG00000017494	tgfbr1a	https://zfin.org/ZDB-GENE-051120-75	"transforming growth factor, beta receptor 1 a [Source:ZFIN;Acc:ZDB-GENE-051120-75]"
ENSDARG00000007219	actn1	https://zfin.org/ZDB-GENE-081113-4	"actinin, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-081113-4]"
ENSDARG00000096943	si:dkey-240k8.1	https://zfin.org/ZDB-GENE-131127-446	si:dkey-240k8.1 [Source:ZFIN;Acc:ZDB-GENE-131127-446]
ENSDARG00000099814	FBXO46	https://zfin.org/ZDB-GENE-060503-897	si:dkey-114g7.4 [Source:ZFIN;Acc:ZDB-GENE-060503-897]
ENSDARG00000099916	si:dkey-161f11.5	https://zfin.org/ZDB-GENE-141219-24	si:dkey-161f11.5 [Source:ZFIN;Acc:ZDB-GENE-141219-24]
ENSDARG00000054723	PDE4DIP	https://zfin.org/ZDB-GENE-030131-1518	si:ch211-242b18.1 [Source:ZFIN;Acc:ZDB-GENE-030131-1518]
ENSDARG00000008757	entpd6	https://zfin.org/ZDB-GENE-050417-412	ectonucleoside triphosphate diphosphohydrolase 6 (putative) [Source:ZFIN;Acc:ZDB-GENE-050417-412]
ENSDARG00000090850	serpina1l	https://zfin.org/ZDB-GENE-040721-3	"serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1, like [Source:ZFIN;Acc:ZDB-GENE-040721-3]"
ENSDARG00000054033	hoxb1b	https://zfin.org/ZDB-GENE-980526-290	homeobox B1b [Source:ZFIN;Acc:ZDB-GENE-980526-290]
ENSDARG00000040944	ntd5	https://zfin.org/ZDB-GENE-031030-7	ntl-dependent gene 5 [Source:ZFIN;Acc:ZDB-GENE-031030-7]
ENSDARG00000097142	si:dkey-181c1.7	https://zfin.org/ZDB-GENE-131127-292	si:dkey-181c1.7 [Source:ZFIN;Acc:ZDB-GENE-131127-292]
ENSDARG00000062003	myo5b	https://zfin.org/ZDB-GENE-031219-7	myosin VB [Source:ZFIN;Acc:ZDB-GENE-031219-7]
ENSDARG00000060753	pear1	https://zfin.org/ZDB-GENE-091230-1	platelet endothelial aggregation receptor 1 [Source:ZFIN;Acc:ZDB-GENE-091230-1]
ENSDARG00000103522	si:zfos-943e10.1	https://zfin.org/ZDB-GENE-030131-5694	si:zfos-943e10.1 [Source:ZFIN;Acc:ZDB-GENE-030131-5694]
ENSDARG00000054363	si:zfos-464b6.2	https://zfin.org/ZDB-GENE-030131-5337	si:zfos-464b6.2 [Source:ZFIN;Acc:ZDB-GENE-030131-5337]
ENSDARG00000089004	si:ch211-207e14.4	https://zfin.org/ZDB-GENE-030131-3405	si:ch211-207e14.4 [Source:ZFIN;Acc:ZDB-GENE-030131-3405]
ENSDARG00000095193	si:dkey-23c22.7	https://zfin.org/ZDB-GENE-081105-139	si:dkey-23c22.7 [Source:ZFIN;Acc:ZDB-GENE-081105-139]
ENSDARG00000099579	aldh18a1	https://zfin.org/ZDB-GENE-030131-5602	"aldehyde dehydrogenase 18 family, member A1 [Source:ZFIN;Acc:ZDB-GENE-030131-5602]"
ENSDARG00000058165	htr2ab	https://zfin.org/ZDB-GENE-120215-60	"5-hydroxytryptamine (serotonin) receptor 2A, genome duplicate b [Source:ZFIN;Acc:ZDB-GENE-120215-60]"
ENSDARG00000105687	si:cabz01070251.1	https://zfin.org/	
ENSDARG00000013174	nkd3.4	https://zfin.org/ZDB-GENE-060503-63	naked cuticle homolog 3 [Source:ZFIN;Acc:ZDB-GENE-060503-63]
ENSDARG00000095785	si:ch211-57m13.14p	https://zfin.org/ZDB-GENEP-110408-1	"si:ch211-57m13.14, pseudogene [Source:ZFIN;Acc:ZDB-GENEP-110408-1]"
ENSDARG00000040503	sb:cb81	https://zfin.org/ZDB-GENE-030131-9939	sb:cb81 [Source:ZFIN;Acc:ZDB-GENE-030131-9939]
ENSDARG00000017314	CELA1 (1 of many).2	https://zfin.org/ZDB-GENE-040808-55	zgc:92041 [Source:ZFIN;Acc:ZDB-GENE-040808-55]
ENSDARG00000100063	si:ch211-127b16.5	https://zfin.org/ZDB-GENE-141215-31	si:ch211-127b16.5 [Source:ZFIN;Acc:ZDB-GENE-141215-31]
ENSDARG00000043002	vmo1a	https://zfin.org/ZDB-GENE-131121-600	vitelline membrane outer layer 1 homolog a [Source:ZFIN;Acc:ZDB-GENE-131121-600]
ENSDARG00000096397	si:dkey-276l13.5	https://zfin.org/ZDB-GENE-120215-172	si:dkey-276l13.5 [Source:ZFIN;Acc:ZDB-GENE-120215-172]
ENSDARG00000038428	sulf1	https://zfin.org/ZDB-GENE-030131-9242	sulfatase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9242]
ENSDARG00000011879	foxn1	https://zfin.org/ZDB-GENE-021008-1	forkhead box N1 [Source:ZFIN;Acc:ZDB-GENE-021008-1]
ENSDARG00000030632	ccdc3b	https://zfin.org/ZDB-GENE-050522-184	coiled-coil domain containing 3b [Source:ZFIN;Acc:ZDB-GENE-050522-184]
ENSDARG00000005738	rpf1	https://zfin.org/ZDB-GENE-040625-177	ribosome production factor 1 homolog [Source:ZFIN;Acc:ZDB-GENE-040625-177]
ENSDARG00000039534	rrh	https://zfin.org/ZDB-GENE-040912-94	retinal pigment epithelium-derived rhodopsin homolog [Source:ZFIN;Acc:ZDB-GENE-040912-94]
ENSDARG00000101393	si:dkey-31g6.6	https://zfin.org/ZDB-GENE-110209-1	si:dkey-31g6.6 [Source:ZFIN;Acc:ZDB-GENE-110209-1]
ENSDARG00000023591	nrbf2b	https://zfin.org/ZDB-GENE-040718-357	nuclear receptor binding factor 2b [Source:ZFIN;Acc:ZDB-GENE-040718-357]
ENSDARG00000045644	ca12	https://zfin.org/ZDB-GENE-080815-4	carbonic anhydrase XII [Source:ZFIN;Acc:ZDB-GENE-080815-4]
ENSDARG00000101163	si:ch211-233f10.7	https://zfin.org/ZDB-GENE-131121-436	si:ch211-233f10.7 [Source:ZFIN;Acc:ZDB-GENE-131121-436]
